Address,Price,Beds,Baths,Sizes
"19852 Colman St, Clinton Township, MI 48035","$154,900",3,2,888sqft
"7 Hunters Ridge Dr, Saginaw, MI 48609","$499,900",4,2.5+,"4,292sqft"
"1334 Worcester Dr NE, Grand Rapids, MI 49505","$309,900",3,1.5,"1,877sqft"
"4010 Wylie Rd, Dexter, MI 48130","$547,205",4,2.5,"2,749sqft"
"918 Adams Dr, Midland, MI 48642","$264,000",4,2.5,"2,388sqft"
"1990 Armensko Ln, Jackson, MI 49201","$320,000",6,2.5+,"2,288sqft"
"4210 E 1 Mile Rd, White Cloud, MI 49349","$355,000",1,1,"1,300sqft"
"2241 W Armstrong Rd, Empire, MI 49630","$999,900",4,2,"3,465sqft"
"1204 W Western Ave Unit 1609, Muskegon, MI 49441","$649,000",3,2,"1,565sqft"
"3510 Golfside Dr, Hudsonville, MI 49426","$184,900",2,2,"1,272sqft"
"335 Hazelwood Ave, Ann Arbor, MI 48103","$400,000",3,2,"1,075sqft"
"159 S River Ave Unit 309, Holland, MI 49423","$571,424",1,1.5,"1,048sqft"
"299 San Angelo Dr, Milford, MI 48381","$699,900",4,2.5,"2,850sqft"
"3394 Roslyn Dr, Ypsilanti, MI 48197","$548,540",4,3,"2,600sqft"
"2189 E Boatfield Ave, Burton, MI 48529","$99,900",3,1,"1,120sqft"
"1902 Welch Blvd, Flint, MI 48504","$99,000",3,2.5,"1,882sqft"
"1105 Water Tower Ln, Whitehall, MI 49461","$299,900",3,2,"1,736sqft"
"1515 Corunna Ave, Owosso, MI 48867","$165,000",4,2.5,"1,734sqft"
"311 W C St, Iron Mountain, MI 49801","$55,000",3,1.5,"1,377sqft"
"1822 Chestnut St, Cadillac, MI 49601","$149,900",3,1.5,"2,100sqft"
"24865 Petersburg Ave, Eastpointe, MI 48021","$224,900",4,3,"2,344sqft"
"321 N Dexter St, Ionia, MI 48846","$129,000",3,1.5,"1,365sqft"
"1415 W Kalamazoo St, Lansing, MI 48915","$185,000",3,1.5,"1,886sqft"
"432 Kenwood Ave, Roscommon, MI 48653","$135,000",2,1,572sqft
"3317 Meinrad Dr, Waterford, MI 48329","$164,000",3,2,"1,108sqft"
"614 Annie St, West Branch, MI 48661","$135,000",3,1,"1,100sqft"
"5256 W Farrand Rd, Clio, MI 48420","$309,900",4,2.5,"2,185sqft"
"631 S Elm St, Lapeer, MI 48446","$139,000",3,1,"1,058sqft"
"12949 Callender St, Southgate, MI 48195","$135,900",3,2,"1,570sqft"
"2078 Larkspur Ln, Grand Blanc, MI 48439","$299,900",3,2,"1,969sqft"
"1278 Graf St, Muskegon, MI 49442","$114,900",2,1,824sqft
"10504 Bond Rd, DeWitt, MI 48820","$224,900",3,3.5,"1,968sqft"
"1438 11 Mile Rd, Berkley, MI 48072","$255,000",3,2,"1,202sqft"
"237 Oak Dr, Marshall, MI 49068","$286,110",3,2.5,"1,516sqft"
"9698 Claires Ct, Portage, MI 49002","$495,000",6,3.5,"3,561sqft"
"1716 Ritter Dr, Norton Shores, MI 49441","$349,900",4,1.5,"2,748sqft"
"3281 Thomas Ave, Berkley, MI 48072","$260,000",3,1.5,"1,367sqft"
"4752 Hedgestone Ct Unit 3, Holland, MI 49423","$349,900",2,2.5,"2,477sqft"
"11160 Heights Ravenna Rd, Ravenna, MI 49451","$189,000",3,2,"1,376sqft"
"646 Chapin Ave, Birmingham, MI 48009","$1,449,900",4,3.5,"3,066sqft"
"6658 Schuss Mountain Ln Unit 3267, Mancelona, MI 49659","$199,000",3,2,"1,320sqft"
"50884 Pinnacle Woods Ln, Macomb, MI 48042","$569,900",4,2.5,"2,600sqft"
"7805 Creekwood Dr SE, Alto, MI 49302","$349,900",4,2.5,"2,690sqft"
"24575 Johnston Ave, Eastpointe, MI 48021","$179,900",3,1.5,"1,052sqft"
"22539 Havergale St, Novi, MI 48374","$550,000",4,2.5,"2,766sqft"
"07500 M 40, Gobles, MI 49055","$229,000",3,1.5,"1,215sqft"
"2698 Winter Dr, Troy, MI 48083","$314,900",3,1.5,"1,752sqft"
"9773 Weko Dr, Bridgman, MI 49106","$335,000",3,3.5,"2,015sqft"
"290 Springview St, Ann Arbor, MI 48103","$598,000",4,2.5,"2,723sqft"
"624 Lydia St NE, Grand Rapids, MI 49503","$198,000",3,1.5,"1,258sqft"
"3625 Havana Ave SW, Wyoming, MI 49509","$185,000",3,1.5,"1,326sqft"
"1100 Burgis Ct SE, Kentwood, MI 49508","$195,000",3,2,"1,752sqft"
"1051 Myrtle St NW, Grand Rapids, MI 49504","$224,900",4,2,"1,381sqft"
"4491 Fredrick St, Swartz Creek, MI 48473","$549,900",8,6,"3,200sqft"
"4819 Mansfield Ave, Royal Oak, MI 48073","$179,900",2,1.5,962sqft
"518 Michigan Ave, Alpena, MI 49707","$59,900",2,1,"1,584sqft"
"711 W Bundy Ave, Flint, MI 48505","$68,500",3,1,"1,012sqft"
"29682 W Hungry Hollow Rd, Eckerman, MI 49728","$189,900",2,2,"1,165sqft"
"318 E Greenlawn Ave, Lansing, MI 48910","$84,900",2,1,628sqft
"3022 Francis St, Jackson, MI 49203","$115,000",3,1,"1,684sqft"
"109 Oswald St, Crystal Falls, MI 49920","$29,900",3,1.5,900sqft
"1024 Woodward Ave, Kalamazoo, MI 49007","$139,900",3,2.5,"1,800sqft"
"11985 Davisburg Rd, Davisburg, MI 48350","$335,000",3,2.5,"2,114sqft"
"4611 Center St, Millington, MI 48746","$114,900",3,1,"1,200sqft"
"1207 Sandy Creek Rd, Monroe, MI 48162","$259,900",3,3,"1,500sqft"
"6780 N River Rd, Freeland, MI 48623","$254,900",5,1.5,"1,968sqft"
"11396 Hazelton, Redford, MI 48239","$124,900",3,1,930sqft
"9910 Kelch Rd, Mayville, MI 48744","$174,900",4,1,"1,320sqft"
"6281 Ohls Dr, Weidman, MI 48893","$300,000",3,2,"2,040sqft"
"313 Carom Cir, Mason, MI 48854","$124,000",2,2,"1,026sqft"
"173 N St, White Cloud, MI 49349","$139,900",2,1,860sqft
"74 Miller St, Mount Clemens, MI 48043","$150,000",5,1,"1,711sqft"
"3201 Shetland Rd, Lansing, MI 48911","$145,000",3,1,"1,414sqft"
"2961 W Higgins Lake Dr, Roscommon, MI 48653","$250,000",3,1.5,"1,400sqft"
"3160 92nd St SW, Byron Center, MI 49315","$279,900",3,1.5,"1,899sqft"
"147 North Ln, Rochester, MI 48307","$624,900",5,4.5,"4,783sqft"
"5905 Rivers 22nd Rd, Gladstone, MI 49837","$196,900",3,1,No display data
"29299 32 Mile Rd, Richmond, MI 48062","$274,900",3,1,"1,450sqft"
"8883 Trillium Dr, Ypsilanti, MI 48197","$280,000",3,2.5,"1,581sqft"
"56 Elm St SW, Grand Rapids, MI 49507","$149,900",3,1,822sqft
"226 Carrington Pl, Holland, MI 49423","$235,000",2,2.5,"1,857sqft"
"1177 Edna St SE, Grand Rapids, MI 49507","$199,900",3,1.5,"1,768sqft"
"19 S 168th Ave, Holland, MI 49424","$310,000",3,2,"1,844sqft"
"1819 Giddings Ave SE, Grand Rapids, MI 49507","$239,900",4,2,"2,111sqft"
"14527 Russell Ave, Allen Park, MI 48101","$179,800",3,1.5,916sqft
"6193 Farmview Dr, Holland, MI 49423","$499,900",4,2.5,"2,538sqft"
"131 Frontenac St SE, Grand Rapids, MI 49548","$165,000",2,1,"1,288sqft"
"57441 Copper Creek Dr Unit 36, Washington, MI 48094","$339,900",2,2.5,"1,310sqft"
"1897 Stanley Blvd, Birmingham, MI 48009","$829,000",4,4,"2,600sqft"
"1824 Sherman St SE, East Grand Rapids, MI 49506","$695,000",4,3,"2,404sqft"
"52360 Wellington Valley Dr, Macomb Township, MI 48042","$462,900",4,2.5,"2,800sqft"
"48609 Whittington Dr Unit 18, Chesterfield, MI 48047","$299,900",2,2,"1,339sqft"
"10257 Crase Rd, Battle Creek, MI 49014","$5,600,000",5,6.5+,"13,496sqft"
"3380 Roslyn Dr, Ypsilanti, MI 48197","$455,490",2,2,"1,877sqft"
"19981 Lennane, Redford, MI 48240","$149,900",3,1,"1,316sqft"
"1530 Reo Ave, Lincoln Park, MI 48146","$84,900",2,1,600sqft
"510 Woodrow Ave, Lansing, MI 48910","$65,000",2,1,748sqft
"14910 Strathmoor St, Detroit, MI 48227","$54,900",2,1,"1,294sqft"
"18919 Greydale Ave, Detroit, MI 48219","$89,999",3,1,"1,200sqft"
"687 S Sheridan Dr, Muskegon, MI 49442","$149,900",3,1,"1,517sqft"
"1914 Carmanbrook Pkwy, Flint, MI 48507","$40,000",3,1.5,"1,229sqft"
"201 S Westphalia St, Westphalia, MI 48894","$189,900",3,2,"1,604sqft"
"4335 Risedorph St, Burton, MI 48509","$149,900",3,1.5,"1,510sqft"
"2627 Cynthia Ln, Gaylord, MI 49735","$295,000",6,3.5,"4,700sqft"
"205 E Lovett St, Charlotte, MI 48813","$119,000",3,1,"1,256sqft"
"1554 Jenifer Ave, Madison Heights, MI 48071","$199,900",3,1.5,"1,057sqft"
"5808 Thornberry Dr, Midland, MI 48640","$429,000",4,3.5+,"3,512sqft"
"3309 Sherman Park Dr Ste Marie, Sault Sainte Marie, MI 49783","$275,900",4,3,"2,430sqft"
"2450 W 80th St, Newaygo, MI 49337","$349,900",4,2.5,"2,100sqft"
"1074 Casgrain St, Detroit, MI 48209","$179,900",4,2,"1,724sqft"
"151 Smithfield Rd, Battle Creek, MI 49015","$299,900",4,3.5,"3,876sqft"
"342 Westbrook Ct, Marshall, MI 49068","$160,000",2,2,"1,100sqft"
"8191 Oatman Rd, Greenwood, MI 48006","$389,900",3,2,"2,100sqft"
"6051 Swift Ln, Lowell, MI 49331","$484,900",5,3,"3,296sqft"
"277 Quail Ridge Dr, Capac, MI 48014","$69,995",4,3.5,"2,128sqft"
"727 Winchell St SE, Grand Rapids, MI 49507","$275,000",3,1.5,"1,958sqft"
"52875 Char Marie Dr, Macomb Township, MI 48042","$549,900",4,2.5,"3,125sqft"
"2760 34th St, Allegan, MI 49010","$425,000",4,3,"2,196sqft"
"3370 Juniper Dr, Farwell, MI 48622","$229,900",4,3,"1,456sqft"
"21500 Wallace Dr, Southfield, MI 48075","$199,900",3,1,"1,325sqft"
"10570 Gracie Ln, Portage, MI 49024","$529,900",3,3,"2,815sqft"
"5414 Canyon River Dr NE Unit 25, Ada, MI 49301","$715,000",5,3.5+,"4,264sqft"
"2357 Watertown Way NE, Grand Rapids, MI 49505","$334,900",2,2,"1,180sqft"
"4836 Lisa Ct, Trenton, MI 48183","$279,900",3,2.5,"1,636sqft"
"1359 Texas St NW, Grand Rapids, MI 49544","$180,000",2,1.5,"1,530sqft"
"548 N Neeper St, Capac, MI 48014","$229,000",3,1.5,"1,120sqft"
"14471 Leroy St, Southgate, MI 48195","$214,900",3,1,"1,402sqft"
"11302 Princewood Cir, Fenton, MI 48430","$549,900",4,2.5,"2,856sqft"
"2252 Covey Ct SE Unit 107, Grand Rapids, MI 49546","$330,000",3,2.5,"2,206sqft"
"475 S Adams Rd Apt 16, Birmingham, MI 48009","$175,000",2,1,950sqft
"6171 Graebear Trl, East Lansing, MI 48823","$748,000",4,3,"3,637sqft"
"5456 Easthill Ct NE, Comstock Park, MI 49321","$250,000",3,2.5,"1,800sqft"
"17258 Main St, Curtis, MI 49820","$18,700",3,2,"1,312sqft"
"705 E Fulton St, Bay City, MI 48706","$79,900",2,1,907sqft
"120 Reynick Ave, Saginaw, MI 48602","$129,900",4,2,"1,487sqft"
"10406 E Tupper Lake Rd, Grand Ledge, MI 48837","$169,900",2,1,"1,296sqft"
"7204 E Grand River Ave Lot 48, Portland, MI 48875","$53,995",3,2,"1,586sqft"
"1115 Randolph St, Cheboygan, MI 49721","$45,000",2,1,700sqft
"5876 Two Mile, Bay City, MI 48706","$129,900",2,1.5,"1,014sqft"
"323 S 5th St, Edmore, MI 48829","$89,900",2,1,600sqft
"5605 Halsted Rd, West Bloomfield, MI 48322","$289,900",4,2,"2,881sqft"
"297 W Clay Ave Apt 208, Muskegon, MI 49440","$104,900",1,1,790sqft
"4441 Burdo Pnes, Gaylord, MI 49735","$289,000",3,2,"1,718sqft"
"8868 Old Hickory Ln, Stanwood, MI 49346","$223,500",4,2.5+,"2,869sqft"
"812 S Bostwick St, Charlotte, MI 48813","$115,000",3,1,"1,064sqft"
"3569 Edmonton Trl, Wayland, MI 49348","$57,995",3,2,"1,456sqft"
"35838 Dunston Dr, Sterling Heights, MI 48310","$289,900",3,2.5,"1,200sqft"
"6632 E Becht Rd, Coloma, MI 49038","$249,900",6,4,"3,762sqft"
"2439 McNab Ct, Traverse City, MI 49696","$280,500",4,2,"1,680sqft"
"3064 Hunters Mdw, Kalamazoo, MI 49048","$400,000",3,2.5,"3,004sqft"
"3315 Wyndwicke Dr, Saint Joseph, MI 49085","$475,000",3,3,"2,450sqft"
"1182 Outer Dr, Fenton, MI 48430","$249,900",4,1,"1,622sqft"
"576 Sunrise Dr, Clarkston, MI 48348","$389,000",3,2.5,"2,052sqft"
"18988 Monte Vista St, Detroit, MI 48221","$110,000",3,1.5,"1,361sqft"
"7180 Lazy Ln, Harsens Island, MI 48028","$209,900",1,1,672sqft
"5250 Ivanrest Ave SW, Wyoming, MI 49418","$219,500",4,2.5+,"2,200sqft"
"3212 Plymouth Dr, Lansing, MI 48910","$145,000",3,1,"1,365sqft"
"835 Burke Ave NE, Grand Rapids, MI 49503","$199,000",2,1,"2,644sqft"
"6790 Brookshire Dr, Canton, MI 48187","$309,900",4,2.5,"2,018sqft"
"248 Hobart St SE, Grand Rapids, MI 49507","$285,000",3,1.5,"1,930sqft"
"33921 Janet, Fraser, MI 48026","$209,900",3,2,"1,198sqft"
"303 Oak Dr, Marshall, MI 49068","$258,230",3,1.5,"1,403sqft"
"409 N Bridge St, DeWitt, MI 48820","$219,900",3,1.5,"1,140sqft"
"7788 Hamlin Beach Dr, Fair Haven, MI 48023","$495,000",3,2,"1,962sqft"
"22319 Evergreen St, Saint Clair Shores, MI 48082","$229,500",4,2,"1,833sqft"
"1119 Fulton St E, Grand Rapids, MI 49503","$450,000",3,3,"2,246sqft"
"225 W Washington St, Grand Ledge, MI 48837","$175,000",4,1,"1,700sqft"
"103 Blue Violet Ln Unit 114, Comstock Park, MI 49321","$362,900",2,2,"1,500sqft"
"9158 N Maple Lake Dr, Zeeland, MI 49464","$250,000",3,2.5,"2,092sqft"
"3685 Mona Kai Blvd, Norton Shores, MI 49444","$329,900",3,3,"2,069sqft"
"24035 Battelle Ave Unit 20, Hazel Park, MI 48030","$277,970",2,2.5,"1,334sqft"
"7841 Jordan Rd, Woodland, MI 48897","$175,000",3,1,"1,851sqft"
"139 French St, Mulliken, MI 48861","$134,900",3,2,"1,308sqft"
"3544 E Laporte Rd, Hemlock, MI 48626","$165,000",3,1.5,"1,964sqft"
"20521 M 115, Marion, MI 49665","$89,500",1,1,560sqft
"609 Walker St, Mount Morris, MI 48458","$84,900",3,1,"1,117sqft"
"11241 Pulver Rd, Laingsburg, MI 48848","$289,000",2,2,"2,407sqft"
"107 S Wood St, Hudson, MI 49247","$105,900",5,2,"1,508sqft"
"6558 E Tupper Lake Rd, Sunfield, MI 48890","$80,000",2,2,910sqft
"329 Ottawa Dr, Oscoda, MI 48750","$129,900",3,1,912sqft
"4628 W County Road 338, MI 49893","$225,000",4,2,"1,752sqft"
"850 N State Rd, Belding, MI 48809","$175,000",3,1.5,"1,694sqft"
"1220 Iron Mountain St, Iron Mountain, MI 49801","$199,000",4,2,"1,920sqft"
"825 E MT Hope Ave, Lansing, MI 48910","$119,900",2,1,789sqft
"2687 Gary Ave, Brighton, MI 48114","$84,900",2,1,672sqft
"1601 S Jefferson St, Bay City, MI 48708","$158,500",3,1.5,"1,560sqft"
"5372 Moceri Ln, Grand Blanc, MI 48439","$249,900",3,1.5,"1,766sqft"
"118 Smith Ave, Lansing, MI 48910","$90,000",3,1,"1,106sqft"
"2885 Aitken Rd, Croswell, MI 48422","$295,000",2,2.5,"1,453sqft"
"400 Lamson St, Grand Ledge, MI 48837","$169,900",3,2,"1,208sqft"
"6488 N Monroe St, Monroe, MI 48162","$239,900",4,1,"1,416sqft"
"2083 Arbor Meadows Dr, DeWitt, MI 48820","$350,000",4,2.5,"2,455sqft"
"20309 Chapel St, Detroit, MI 48219","$165,000",4,1.5,"1,300sqft"
"417 Prospect St Apt 108, Romeo, MI 48065","$73,500",1,1,600sqft
"2177 Friendship Dr, Traverse City, MI 49686","$105,995",3,2,"1,568sqft"
"2240 Leisure Ln, Traverse City, MI 49686","$105,995",3,2,"1,568sqft"
"4726 Chautauqua Rdg, Holland, MI 49423","$500,000",4,3,"3,615sqft"
"1828 Waterbury Dr SE, Grand Rapids, MI 49508","$325,000",4,2.5+,"2,246sqft"
"3497 Bennington Ct, Bloomfield Hills, MI 48301","$599,900",3,3,"1,965sqft"
"3862 Yemans St, Hamtramck, MI 48212","$220,000",4,2,"1,692sqft"
"78347 20th Ave, South Haven, MI 49090","$649,900",3,1.5,"1,344sqft"
"12927 Plymouth Rd, Detroit, MI 48227","$424,900",10,10,"4,467sqft"
"384 Edge Brook Dr E, Holly, MI 48442","$324,900",4,2.5,"2,205sqft"
"49685 Lantern Way, Canton, MI 48188","$355,020",2,2.5,"1,787sqft"
"49679 Lantern Way, Canton, MI 48188","$360,525",3,2.5,"1,787sqft"
"49693 Lantern Way, Canton, MI 48188","$381,590",3,2.5,"1,970sqft"
"49701 Lantern Way, Canton, MI 48188","$381,830",3,2.5,"1,787sqft"
"49673 Lantern Way, Canton, MI 48188","$380,335",3,2.5,"1,875sqft"
"108 Joppa St, Hudson, MI 49247","$65,900",2,1.5,980sqft
"2915 W Whitefeather Rd, Rhodes, MI 48652","$79,900",3,2,980sqft
"225 N Michigan St, Montgomery, MI 49255","$125,000",2,1,"1,456sqft"
"7875 Riedel Ln, Forestville, MI 48434","$229,000",2,1.5,"1,100sqft"
"1460 Todd St, Muskegon, MI 49442","$89,900",3,1,"1,178sqft"
"8730 Babcock Rd, Jeddo, MI 48032","$279,900",3,2.5,"2,810sqft"
"2930 N Euclid Ave, Bay City, MI 48706","$154,700",3,1,"1,630sqft"
"257 Ponderosa Dr, Lachine, MI 49753","$194,900",2,2,975sqft
"432 Goodrich St, Vassar, MI 48768","$89,900",2,1,"1,100sqft"
"7186 Pineview Dr, Mancelona, MI 49659","$285,000",4,3,"3,100sqft"
"6583 Rouget Rd, Palmyra, MI 49268","$139,000",3,2,"1,446sqft"
"6567 Warren Woods Rd, Three Oaks, MI 49128","$389,900",3,2,"1,014sqft"
"115 Aldrich St, Hudson, MI 49247","$88,000",3,1,"1,380sqft"
"6239 Trend St, Mayville, MI 48744","$106,800",3,1,"1,600sqft"
"4626 Stillwell Ave, Lansing, MI 48911","$89,950",3,1,864sqft
"3455 Taft Ave SW, Wyoming, MI 49519","$170,000",3,2,"1,188sqft"
"211 McKinley Ave N, Battle Creek, MI 49017","$79,900",3,1.5,"1,136sqft"
"74 S Anderson Ave, Pontiac, MI 48342","$129,900",5,1.5,"1,885sqft"
"417 N Franklin St, Mount Pleasant, MI 48858","$199,900",4,2,"2,424sqft"
"4518 Academy St, Dearborn Heights, MI 48125","$116,000",3,1,960sqft
"1305 Nottingham Rd, Grosse Pointe Park, MI 48230","$300,000",3,1.5,"1,606sqft"
"1323 E Willoughby Rd, Lansing, MI 48911","$149,900",3,1,"1,522sqft"
"6151 Neckel St, Dearborn, MI 48126","$230,000",3,2.5,"1,759sqft"
"22909 Garfield St, Saint Clair Shores, MI 48082","$199,900",3,1,923sqft
"15167 Keppen Ave, Allen Park, MI 48101","$229,900",3,1.5,"1,452sqft"
"11958 Roxbury St, Detroit, MI 48224","$65,000",3,1,824sqft
"4618 Leonard St, Coopersville, MI 49404","$264,900",4,2,"1,900sqft"
"725 Glenwood Ave, Jackson, MI 49203","$174,900",2,2,"1,008sqft"
"1111 Woodward Ave, Kalamazoo, MI 49007","$179,900",3,1,"1,306sqft"
"1026 Merritt St SE, Grand Rapids, MI 49507","$190,000",3,1,"1,542sqft"
"12480 S Beyer Rd, Birch Run, MI 48415","$579,900",3,3.5,"2,666sqft"
"2291 W Euclid St, Detroit, MI 48206","$264,900",6,2,"2,600sqft"
"2375 Arcadia Dr, Canton, MI 48188","$197,500",2,2,"1,224sqft"
"840 Rivenoak St, Birmingham, MI 48009","$869,000",4,2.5+,"2,773sqft"
"81 S Skyview Dr, Kalamazoo, MI 49009","$940,000",4,3.5+,"4,050sqft"
"134 S Atchison Rd, Harrisville, MI 48740","$79,900",3,2,"1,700sqft"
"3460 N Harrison Ave, Harrison, MI 48625","$54,900",2,1,624sqft
"4104 S Mill Rd, Dryden, MI 48428","$199,900",3,1,"1,742sqft"
"1719 E Jolly Rd, Lansing, MI 48910","$64,900",2,1,857sqft
"1051 W McLean Ave, Flint, MI 48507","$95,000",2,1,"1,000sqft"
"2413 S Pennsylvania Ave, Lansing, MI 48910","$75,000",3,1,"1,172sqft"
"3308 Maple Grove Rd, Muskegon, MI 49441","$184,900",3,2,"1,620sqft"
"560 E Jolly Rd, Lansing, MI 48910","$149,900",5,1.5,"1,350sqft"
"60 W Alden Ave, Battle Creek, MI 49014","$12,500",2,1,816sqft
"1601 Belvidere St, Detroit, MI 48214","$75,000",4,2,"1,837sqft"
"1647 Bear Paw Trl, Vanderbilt, MI 49795","$274,900",3,2,"1,980sqft"
"152 Summit Dr, Allegan, MI 49010","$250,000",4,2,"1,936sqft"
"1109 Union St, Port Huron, MI 48060","$60,000",2,1,883sqft
"1622 Ames St, Saginaw, MI 48602","$79,900",3,2,"1,811sqft"
"1518 E Pearl Ave, Hazel Park, MI 48030","$129,900",2,1,709sqft
"12656 Coster Rd SW, Fife Lake, MI 49633","$315,000",5,2.5,"3,296sqft"
"13909 Roselawn St, Detroit, MI 48238","$80,000",4,2,"1,440sqft"
"4327 Courville St, Detroit, MI 48224","$219,000",3,2,"2,005sqft"
"6349 Faust Ave, Detroit, MI 48228","$80,000",3,1,"1,020sqft"
"9247 Jyla Ln SE, Kalkaska, MI 49646","$142,000",2,1,"1,248sqft"
"2992 Shepherd Rd, Adrian, MI 49221","$475,000",5,4,"2,439sqft"
"12681 Duchess St, Detroit, MI 48224","$51,900",3,1,973sqft
"1300 E Lafayette St Apt 2407, Detroit, MI 48207","$275,000",3,3,"2,900sqft"
"760 Andrus St, Battle Creek, MI 49015","$139,000",3,1,"1,736sqft"
"1105 E Riverchase, Midland, MI 48640","$549,900",4,3.5,"1,867sqft"
"706 5th St, Bay City, MI 48708","$295,000",9,3.5,"3,584sqft"
"4861 Walnut Lake Rd, Bloomfield Hills, MI 48301","$549,900",3,1.5+,"2,108sqft"
"685 Hickory Heights Dr, Bloomfield Hills, MI 48304","$695,000",5,3.5,"3,157sqft"
"140 S Range Rd, Saint Clair, MI 48079","$279,000",3,2,"1,170sqft"
"100 N Center St Unit 205, Royal Oak, MI 48067","$339,000",2,2,"1,100sqft"
"5654 Old Orchard Bluff Rd, Lexington, MI 48450","$275,000",3,1,"1,110sqft"
"7615 S Croton Hardy Dr, Newaygo, MI 49337","$175,000",4,1,"1,560sqft"
"1389 Bird Ave, Birmingham, MI 48009","$850,000",3,2.5,"2,727sqft"
"2987 Franklin St Unit 9, Detroit, MI 48207","$379,900",1,1,"1,022sqft"
"2916 Veld Creek Dr Unit 32, Rockford, MI 49341","$278,900",1,1.5,"1,125sqft"
"33233 Fuhrmann Dr, Sterling Heights, MI 48310","$444,840",4,2.5,"2,265sqft"
"10572 Pocahontas Trl, Roscommon, MI 48653","$124,900",2,1,"1,100sqft"
"436 Myrtle St, Gladwin, MI 48624","$134,900",2,1,648sqft
"1900 Middle Pointe Ln, Houghton, MI 49931","$395,000",4,3,"3,135sqft"
"512 N Sycamore St, Lansing, MI 48933","$39,900",3,3,"1,320sqft"
"256 W Goulson Ave, Hazel Park, MI 48030","$149,900",3,1.5,"1,304sqft"
"26461 P Dr S, Homer, MI 49245","$139,900",3,2,"1,176sqft"
"17349 Strasburg St, Detroit, MI 48205","$59,900",3,1,"1,140sqft"
"12580 Pittsford Rd, Waldron, MI 49288","$224,900",3,1.5,"1,836sqft"
"14204 Northmoor Dr, Cement City, MI 49233","$255,000",3,2.5,"2,400sqft"
"1723 Mackin Rd, Flint, MI 48504","$9,500",2,1,800sqft
"1515 Pinehurst Ln, Niles, MI 49120","$169,000",4,2.5,"1,700sqft"
"6711 Owen Dr, Kalamazoo, MI 49009","$189,900",4,1.5,"1,456sqft"
"1412 Shady Lane Dr, Owosso, MI 48867","$199,000",3,1.5+,"1,232sqft"
"4544 High St, Ecorse, MI 48229","$75,000",2,1,"1,002sqft"
"410 N Cleveland Ave, Galien, MI 49113","$175,000",5,2,"1,740sqft"
"852 Sherman St SE, Grand Rapids, MI 49506","$129,900",4,1,"1,400sqft"
"6255 N Seymour Rd, Flushing, MI 48433","$290,000",4,2,"1,600sqft"
"516 Aldrich St, Linden, MI 48451","$180,000",3,1.5,"1,265sqft"
"7190 103rd Ave, South Haven, MI 49090","$549,000",3,3,"1,924sqft"
"1693 E Wildlife Dr, Ravenna, MI 49451","$249,900",3,3,"2,317sqft"
"1303 White Ave, Lincoln Park, MI 48146","$144,900",3,1.5,"1,400sqft"
"913 Neumaier Ct, Kalamazoo, MI 49001","$89,900",4,1.5,"1,224sqft"
"5010 E Grand River Rd, Webberville, MI 48892","$140,000",3,1,944sqft
"412 Wilkinson St, Chelsea, MI 48118","$259,800",3,1,"1,404sqft"
"3329 Chestnut Run Dr, Bloomfield Hills, MI 48302","$1,325,000",5,6.5+,"5,197sqft"
"55654 County Road 671, Paw Paw, MI 49079","$185,000",4,1.5,"1,200sqft"
"1806 W Kilgore Rd, Kalamazoo, MI 49008","$244,888",4,2,"2,860sqft"
"4036 Elaine Ave, Port Huron, MI 48060","$164,900",3,1,"1,300sqft"
"50358 Mulberry Ct, Northville, MI 48168","$450,000",4,2.5,"2,353sqft"
"21291 Juniper Ct Unit 68, Farmington Hills, MI 48336","$224,900",2,2,"1,231sqft"
"4820 W Water St, Clyde, MI 48049","$219,000",3,1.5,"1,380sqft"
"3759 Damal Dr, Allegan, MI 49010","$335,000",3,2.5,"1,649sqft"
"6316 Old Allegan Rd, Saugatuck, MI 49453","$625,000",5,2,"2,682sqft"
"36420 Nantucket Dr, Clinton Township, MI 48035","$379,900",3,3.5,"2,059sqft"
"27576 Pamplona Ln, Novi, MI 48374","$595,000",5,4,"3,200sqft"
"907 S Clinton St, Albion, MI 49224","$97,500",3,1,969sqft
"2531 S Lakeshore Rd, Applegate, MI 48401","$449,000",10,6.5,"1,940sqft"
"155 Kenton St SE, Grand Rapids, MI 49548","$149,900",1,1,747sqft
"205 Katie Ln Unit 46, Brighton, MI 48116","$291,162",2,2.5,"1,334sqft"
"5815 Hickory Hill Ct SE, Kentwood, MI 49512","$289,900",3,2.5,"1,809sqft"
"1077 Hendricks Way, Waterford, MI 48328","$239,000",4,1,"1,398sqft"
"23129 Demley Dr, Clinton Township, MI 48035","$180,000",3,1,"1,100sqft"
"1997 Ridgeview, Ypsilanti, MI 48198","$52,995",3,2,"1,540sqft"
"20917 Hampton Rd, Harper Woods, MI 48225","$116,900",3,1,980sqft
"6101 N Silvery Ln, Dearborn Heights, MI 48127","$119,900",2,1,644sqft
"134 Teal Dr, Coldwater, MI 49036","$179,900",3,2,"1,970sqft"
"6363 S M 52, Perry, MI 48872","$163,800",3,1,"1,641sqft"
"4340 Hydon Rd, Olivet, MI 49076","$115,000",3,2,"1,301sqft"
"819 Clearview St, Kalamazoo, MI 49048","$134,900",3,1,"1,350sqft"
"333 W Lynn St, Saginaw, MI 48604","$69,900",3,1,"1,106sqft"
"9725 Ruth Ave, Allen Park, MI 48101","$184,900",3,1.5,"1,110sqft"
